index,image_id,category,artifact_tag,ground_truth_value,unit,logic_constraint,expected_value,rule_id,reasoning,hard_case_flag,expected_verdict,full_path,processed_path,constraint,model_response,inference_time_sec,peak_vram_gb
11,guage (14).jpg,guage,,18,lbf/in2,Alert if pressure exceeds 14 lbf/in2.,18 lbf/in2,Rule A,Value is 18. 18 > 14.,0,UNSAFE,Dataset/Guages/guage (14).jpg,Data_Preprocessed/guage (14).jpg,,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 15 lbf/in2.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the pressure reading is 15 lbf/in2, which exceeds the limit of 14 lbf/in2.
Q3: Final Verdict: UNSAFE",13.950171799995587,4.517709255218506
12,guage (14).jpg,guage,,18,lbf/in2,Alert if pressure exceeds 22 lbf/in2.,18 lbf/in2,Rule B,Value is 18. 18 < 22.,0,SAFE,Dataset/Guages/guage (14).jpg,Data_Preprocessed/guage (14).jpg,,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 15 lbf/in2.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the pressure reading is 15 lbf/in2, which exceeds the limit of 22 lbf/in2.
Q3: Final Verdict: UNSAFE",12.87135390000185,4.517709255218506
13,guage (15).jpg,guage,Low Resolution,0,,Alert if reading is above 5 NA.,0 NA,Rule A,Value is 0. 0 < 5.,1,SAFE,Dataset/Guages/guage (15).jpg,Data_Preprocessed/guage (15).jpg,Low Resolution,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is [insert numeric reading or visible condition here].
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the reading is above 5 NA.
Q3: Final Verdict: UNSAFE",10.547608699998818,4.50006103515625
14,guage (15).jpg,guage,Low Resolution,0,,Alert if system is at 0 NA.,0 NA,Rule B,Value is 0. System is at 0.,1,UNSAFE,Dataset/Guages/guage (15).jpg,Data_Preprocessed/guage (15).jpg,Low Resolution,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is ""181527169"".
Q2: Evaluation: No, the observation from Q1 does not violate the Safety Rule, as there is no mention of a system being at 0 NA.
Q3: Final Verdict: SAFE",11.22963639999216,4.50006103515625
15,guage (16).jpg,guage,,125,kN/m2,Alert if value exceeds 100 kN/m2.,125 kN/m2,Rule A,Value is 125. 125 > 100.,0,UNSAFE,Dataset/Guages/guage (16).jpg,Data_Preprocessed/guage (16).jpg,,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 150 kN/m2.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the value exceeds 100 kN/m2.
Q3: Final Verdict: UNSAFE",10.888712400002987,4.521076679229736
16,guage (16).jpg,guage,,125,kN/m2,Alert if value exceeds 150 kN/m2.,125 kN/m2,Rule B,Value is 125. 125 < 150.,0,SAFE,Dataset/Guages/guage (16).jpg,Data_Preprocessed/guage (16).jpg,,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 140 kN/m2.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the value exceeds 150 kN/m2.
Q3: Final Verdict: UNSAFE",10.893804999999702,4.521076679229736
17,guage (17).jpg,guage,Oblique Angle,200,psi,Alert if pressure is > 160 psi.,200 psi,Rule A,Value is 200. 200 > 160.,1,UNSAFE,Dataset/Guages/guage (17).jpg,Data_Preprocessed/guage (17).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 350 psi.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as pressure is > 160 psi.
Q3: Final Verdict: UNSAFE",9.737343899992993,4.5090532302856445
18,guage (17).jpg,guage,Oblique Angle,200,psi,Alert if pressure is > 240 psi.,200 psi,Rule B,Value is 200. 200 < 240.,1,SAFE,Dataset/Guages/guage (17).jpg,Data_Preprocessed/guage (17).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 250 psi.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the pressure is > 240 psi.
Q3: Final Verdict: UNSAFE",9.641178700010641,4.5090532302856445
19,guage (18).jpg,guage,Oblique Angle,30,,Alert if reading exceeds 24 NA.,30 NA,Rule A,Value is 30. 30 > 24.,1,UNSAFE,Dataset/Guages/guage (18).jpg,Data_Preprocessed/guage (18).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is [insert reading or condition here].
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the reading exceeds 24 NA.
Q3: Final Verdict: UNSAFE",9.690204099999391,4.50006103515625
20,guage (18).jpg,guage,Oblique Angle,30,,Alert if reading exceeds 36 NA.,30 NA,Rule B,Value is 30. 30 < 36.,1,SAFE,Dataset/Guages/guage (18).jpg,Data_Preprocessed/guage (18).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 36 NA.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the reading exceeds 36 NA.
Q3: Final Verdict: UNSAFE",9.81721260001359,4.50006103515625
21,guage (19).jpg,guage,Oblique Angle,2.2,liter,Alert if level is > 1.7 liter.,2.2 liter,Rule A,Value is 2.2. 2.2 > 1.7.,1,UNSAFE,Dataset/Guages/guage (19).jpg,Data_Preprocessed/guage (19).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is not provided.
Q2: Evaluation: No, the observation from Q1 does not violate the Safety Rule.
Q3: Final Verdict: SAFE",9.455751400004374,4.5090532302856445
22,guage (19).jpg,guage,Oblique Angle,2.2,liter,Alert if level is > 2.7 liter.,2.2 liter,Rule B,Value is 2.2. 2.2 < 2.7.,1,SAFE,Dataset/Guages/guage (19).jpg,Data_Preprocessed/guage (19).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is not provided.
Q2: Evaluation: No, the observation from Q1 does not violate the Safety Rule.
Q3: Final Verdict: SAFE",9.464474000007613,4.5090532302856445
23,guage (2).jpg,guage,Oblique Angle,0,kg/cm2,Alert if value exceeds 2 kg/cm2.,0 kg/cm2,Rule A,Value is 0. 0 < 2.,1,SAFE,Dataset/Guages/guage (2).jpg,Data_Preprocessed/guage (2).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 100 kg/cm2.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the value exceeds 2 kg/cm2.
Q3: Final Verdict: UNSAFE",10.737122400008957,4.5090532302856445
24,guage (2).jpg,guage,Oblique Angle,0,kg/cm2,Alert if system pressure drops to 0 kg/cm2.,0 kg/cm2,Rule B,Value is 0. System pressure is at 0.,1,UNSAFE,Dataset/Guages/guage (2).jpg,Data_Preprocessed/guage (2).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 0 kg/cm2.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the pressure should not drop to 0 kg/cm2.
Q3: Final Verdict: UNSAFE",11.452457300008973,4.517056941986084
25,guage (20).jpg,guage,Glare,4,kgf/cm2,Alert if needle is past 3.0 kgf/cm2.,4 kgf/cm2,Rule A,Value is 4. 4 > 3.0.,1,UNSAFE,Dataset/Guages/guage (20).jpg,Data_Preprocessed/guage (20).jpg,Glare,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 18.5 kgf/cm2.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the needle is past 3.0 kgf/cm2.
Q3: Final Verdict: UNSAFE",11.126232199996593,4.524440288543701
26,guage (20).jpg,guage,Glare,4,kgf/cm2,Alert if needle is past 5.0 kgf/cm2.,4 kgf/cm2,Rule B,Value is 4. 4 < 5.0.,1,SAFE,Dataset/Guages/guage (20).jpg,Data_Preprocessed/guage (20).jpg,Glare,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 15.0 kgf/cm2.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the needle is past 5.0 kgf/cm2.
Q3: Final Verdict: UNSAFE",11.26845640000829,4.524440288543701
27,guage (21).jpg,guage,Low Contrast,2.5,kPa,Alert if reading exceeds 2.0 kPa.,2.5 kPa,Rule A,Value is 2.5. 2.5 > 2.0.,1,UNSAFE,Dataset/Guages/guage (21).jpg,Data_Preprocessed/guage (21).jpg,Low Contrast,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 1.8 kPa.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the reading exceeds 2.0 kPa.
Q3: Final Verdict: UNSAFE",9.930697499992675,4.5090532302856445
28,guage (21).jpg,guage,Low Contrast,2.5,kPa,Alert if reading exceeds 3.0 kPa.,2.5 kPa,Rule B,Value is 2.5. 2.5 < 3.0.,1,SAFE,Dataset/Guages/guage (21).jpg,Data_Preprocessed/guage (21).jpg,Low Contrast,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 3.0 kPa.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the reading exceeds 3.0 kPa.
Q3: Final Verdict: UNSAFE",9.84325190000527,4.5090532302856445
29,guage (22).jpg,guage,Oblique Angle,1.5,Pa,Alert if value > 1.2 Pa.,1.5 Pa,Rule A,Value is 1.5. 1.5 > 1.2.,1,UNSAFE,Dataset/Guages/guage (22).jpg,Data_Preprocessed/guage (22).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is not provided.
Q2: Evaluation: No, the observation from Q1 does not violate the Safety Rule.
Q3: Final Verdict: SAFE",9.692183999999543,4.505260944366455
30,guage (22).jpg,guage,Oblique Angle,1.5,Pa,Alert if value > 1.8 Pa.,1.5 Pa,Rule B,Value is 1.5. 1.5 < 1.8.,1,SAFE,Dataset/Guages/guage (22).jpg,Data_Preprocessed/guage (22).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is not provided.
Q2: Evaluation: No, the observation from Q1 does not violate the Safety Rule.
Q3: Final Verdict: SAFE",8.152609600001597,4.505260944366455
31,guage (23).jpg,guage,,23,celcius,Alert if temperature exceeds 18 celcius.,23 celcius,Rule A,Value is 23. 23 > 18.,0,UNSAFE,Dataset/Guages/guage (23).jpg,Data_Preprocessed/guage (23).jpg,,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 100 degrees Fahrenheit.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the temperature reading is 100 degrees Fahrenheit, which is above the safe limit of 18 degrees Celsius.
Q3: Final Verdict: UNSAFE",12.373252500008675,4.5090532302856445
32,guage (23).jpg,guage,,23,celcius,Alert if temperature exceeds 28 celcius.,23 celcius,Rule B,Value is 23. 23 < 28.,0,SAFE,Dataset/Guages/guage (23).jpg,Data_Preprocessed/guage (23).jpg,,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 100 degrees Fahrenheit.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the temperature reading is above the safe limit of 28 degrees Celsius.
Q3: Final Verdict: UNSAFE",10.789865400001872,4.5090532302856445
33,guage (24).jpg,guage,,1,bar,Alert if pressure exceeds 0.8 bar.,1 bar,Rule A,Value is 1. 1 > 0.8.,0,UNSAFE,Dataset/Guages/guage (24).jpg,Data_Preprocessed/guage (24).jpg,,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 15 bar.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the pressure reading exceeds 0.8 bar.
Q3: Final Verdict: UNSAFE",9.91216209999402,4.505913257598877
34,guage (24).jpg,guage,,1,bar,Alert if pressure exceeds 1.2 bar.,1 bar,Rule B,Value is 1. 1 < 1.2.,0,SAFE,Dataset/Guages/guage (24).jpg,Data_Preprocessed/guage (24).jpg,,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 1.5 bar.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the pressure reading is higher than 1.2 bar.
Q3: Final Verdict: UNSAFE",10.525757600000361,4.505913257598877
35,guage (25).jpg,guage,Oblique Angle,0,,Alert if reading is > 5 NA.,0 NA,Rule A,Value is 0. 0 < 5.,1,SAFE,Dataset/Guages/guage (25).jpg,Data_Preprocessed/guage (25).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 5 NA.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule.
Q3: Final Verdict: UNSAFE",9.442964100002428,4.500713348388672
36,guage (25).jpg,guage,Oblique Angle,0,,Alert if system is at 0 NA.,0 NA,Rule B,Value is 0. System is at 0.,1,UNSAFE,Dataset/Guages/guage (25).jpg,Data_Preprocessed/guage (25).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is not provided, so I cannot determine the current reading or condition.
Q2: Evaluation: No, the observation from Q1 does not violate the Safety Rule, as there is no numeric reading or visible physical condition provided.
Q3: Final Verdict: SAFE",11.105569800012745,4.500713348388672
37,guage (26).jpg,guage,,400,kPa,Alert if value is > 320 kPa.,400 kPa,Rule A,Value is 400. 400 > 320.,0,UNSAFE,Dataset/Guages/guage (26).jpg,Data_Preprocessed/guage (26).jpg,,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 1000 kPa.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the value is > 320 kPa.
Q3: Final Verdict: UNSAFE",10.099082700005965,4.512845516204834
38,guage (26).jpg,guage,,400,kPa,Alert if value is > 480 kPa.,400 kPa,Rule B,Value is 400. 400 < 480.,0,SAFE,Dataset/Guages/guage (26).jpg,Data_Preprocessed/guage (26).jpg,,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 1000 kPa.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the value is > 480 kPa.
Q3: Final Verdict: UNSAFE",10.016017200003262,4.512845516204834
39,guage (27).jpg,guage,Oblique Angle,1000,mbar,Alert if pressure exceeds 800 mbar.,1000 mbar,Rule A,Value is 1000. 1000 > 800.,1,UNSAFE,Dataset/Guages/guage (27).jpg,Data_Preprocessed/guage (27).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 400 mbar.
Q2: Evaluation: No, the observation from Q1 does not violate the Safety Rule, as the reading is below 800 mbar.
Q3: Final Verdict: SAFE",10.456111299994518,4.5090532302856445
40,guage (27).jpg,guage,Oblique Angle,1000,mbar,Alert if pressure exceeds 1200 mbar.,1000 mbar,Rule B,Value is 1000. 1000 < 1200.,1,SAFE,Dataset/Guages/guage (27).jpg,Data_Preprocessed/guage (27).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 400 mbar.
Q2: Evaluation: No, the observation from Q1 does not violate the Safety Rule, as the reading is below 1200 mbar.
Q3: Final Verdict: SAFE",10.450510299997404,4.512845516204834
41,guage (28).jpg,guage,Oblique Angle,125,psi,Alert if pressure exceeds 100 psi.,125 psi,Rule A,Value is 125. 125 > 100.,1,UNSAFE,Dataset/Guages/guage (28).jpg,Data_Preprocessed/guage (28).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 100 psi.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as pressure exceeding 100 psi is considered unsafe.
Q3: Final Verdict: UNSAFE",9.942812799999956,4.505260944366455
42,guage (28).jpg,guage,Oblique Angle,125,psi,Alert if pressure exceeds 150 psi.,125 psi,Rule B,Value is 125. 125 < 150.,1,SAFE,Dataset/Guages/guage (28).jpg,Data_Preprocessed/guage (28).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 140 psi.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as 140 psi is greater than 150 psi.
Q3: Final Verdict: UNSAFE",10.275920100000803,4.505260944366455
43,guage (29).jpg,guage,Oblique Angle,0,in hg,Alert if vacuum > 5 in hg.,0 in hg,Rule A,Value is 0. 0 < 5.,1,SAFE,Dataset/Guages/guage (29).jpg,Data_Preprocessed/guage (29).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is [insert reading or condition here].
Q2: Evaluation: No, the observation from Q1 does not violate the Safety Rule, as there is no indication of a vacuum reading greater than 5 in hg.
Q3: Final Verdict: SAFE",10.990071099993656,4.505260944366455
44,guage (29).jpg,guage,Oblique Angle,0,in hg,Alert if vacuum drops to 0 in hg.,0 in hg,Rule B,Value is 0. Vacuum is at 0.,1,UNSAFE,Dataset/Guages/guage (29).jpg,Data_Preprocessed/guage (29).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is a pressure gauge displaying a reading.
Q2: Evaluation: The observation from Q1 does not violate the Safety Rule, as there is no mention of vacuum drops to 0 in hg.
Q3: Final Verdict: SAFE",11.215489700000035,4.5090532302856445
45,guage (3).jpg,guage,Low Contrast,22,bar,Alert if pressure > 17 bar.,22 bar,Rule A,Value is 22. 22 > 17.,1,UNSAFE,Dataset/Guages/guage (3).jpg,Data_Preprocessed/guage (3).jpg,Low Contrast,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 30.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the pressure reading is greater than 17 bar.
Q3: Final Verdict: UNSAFE",12.012007900004392,4.500713348388672
46,guage (3).jpg,guage,Low Contrast,22,bar,Alert if pressure > 27 bar.,22 bar,Rule B,Value is 22. 22 < 27.,1,SAFE,Dataset/Guages/guage (3).jpg,Data_Preprocessed/guage (3).jpg,Low Contrast,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 30.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the pressure reading is greater than 27 bar.
Q3: Final Verdict: UNSAFE",10.75707120000152,4.500713348388672
47,guage (30).jpg,guage,Oblique Angle,22,psi,Alert if pressure > 17 psi.,22 psi,Rule A,Value is 22. 22 > 17.,1,UNSAFE,Dataset/Guages/guage (30).jpg,Data_Preprocessed/guage (30).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is a pressure gauge with a reading of 17 psi.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the pressure reading is greater than 17 psi.
Q3: Final Verdict: UNSAFE",11.245663299996522,4.500713348388672
48,guage (30).jpg,guage,Oblique Angle,22,psi,Alert if pressure > 27 psi.,22 psi,Rule B,Value is 22. 22 < 27.,1,SAFE,Dataset/Guages/guage (30).jpg,Data_Preprocessed/guage (30).jpg,Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is a pressure gauge with a reading of 30 psi.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the pressure reading is greater than 27 psi.
Q3: Final Verdict: UNSAFE",11.565063099988038,4.500713348388672
49,guage (31).jpg,guage,Glare/ Oblique Angle,0.02,Mpa,Alert if > 0.01 Mpa.,0.02 Mpa,Rule A,Value is 0.02. 0.02 > 0.01.,1,UNSAFE,Dataset/Guages/guage (31).jpg,Data_Preprocessed/guage (31).jpg,Glare/ Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 0.01 Mpa.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the reading is greater than 0.01 Mpa.
Q3: Final Verdict: UNSAFE",11.405530899995938,4.5090532302856445
50,guage (31).jpg,guage,Glare/ Oblique Angle,0.02,Mpa,Alert if > 0.03 Mpa.,0.02 Mpa,Rule B,Value is 0.02. 0.02 < 0.03.,1,SAFE,Dataset/Guages/guage (31).jpg,Data_Preprocessed/guage (31).jpg,Glare/ Oblique Angle,"Q1: Observation: The exact numeric reading or visible physical condition shown in the image is 0.03 Mpa.
Q2: Evaluation: Yes, the observation from Q1 violates the Safety Rule, as the reading is greater than 0.03 Mpa.
Q3: Final Verdict: UNSAFE",12.180764300006558,4.5090532302856445
